price,bed,bath,acre_lot,house_size,zip_code
3900000.0,3.0,3.0,40.54,2290.0,00820
2900000.0,3.0,3.0,88.36,2290.0,00820
78000.0,4.0,3.0,0.62,4500.0,00840
165000.0,4.0,3.0,1.4,4500.0,00840
615738.0,3.0,2.0,2.36,1530.0,00850
607920.0,3.0,2.0,1.16,1530.0,00850
1217556.0,3.0,2.0,3.11,1530.0,00850
2000000.0,5.0,5.0,0.74,4500.0,00840
50000.0,4.0,3.0,0.99,4500.0,00840
50000.0,4.0,3.0,0.85,4500.0,00840
50000.0,4.0,3.0,0.5,4500.0,00840
50000.0,4.0,3.0,0.63,4500.0,00840
55000.0,4.0,3.0,0.95,4500.0,00840
65000.0,4.0,3.0,1.33,4500.0,00840
45000.0,4.0,3.0,0.63,4500.0,00840
59000.0,3.0,3.0,0.82,2290.0,00820
55000.0,4.0,3.0,0.56,4500.0,00840
58000.0,4.0,3.0,0.5,4500.0,00840
67000.0,4.0,3.0,1.03,4500.0,00840
55000.0,4.0,3.0,0.69,4500.0,00840
45000.0,3.0,3.0,0.7,2290.0,00820
65000.0,4.0,3.0,0.67,4500.0,00840
39900.0,3.0,3.0,0.44,2290.0,00820
42500.0,3.0,3.0,0.24,2290.0,00820
89000.0,3.0,3.0,1.19,2290.0,00820
232000.0,3.0,3.0,0.79,2290.0,00820
590000.0,3.0,3.0,4.52,2290.0,00820
200000.0,3.0,3.0,1.05,2290.0,00820
209000.0,3.0,3.0,0.75,2290.0,00820
119000.0,3.0,3.0,0.96,2290.0,00820
129500.0,3.0,3.0,2.14,2290.0,00820
945000.0,3.0,3.0,118.79,2290.0,00820
332919.0,3.0,2.0,0.85,1530.0,00850
176500.0,3.0,3.0,0.5,2290.0,00820
310848.0,3.0,2.0,0.89,1530.0,00850
476377.0,3.0,2.0,0.99,1530.0,00850
330790.0,3.0,2.0,0.76,1530.0,00850
11900000.0,3.0,3.0,81.0,2290.0,00820
2950000.0,5.0,5.0,4.95,6545.0,00820
4204608.0,3.0,2.0,11.75,1530.0,00850
1950000.0,3.0,3.0,18.85,2290.0,00820
239000.0,3.0,3.0,1.25,2290.0,00820
1695000.0,3.0,3.0,3.46,2290.0,00820
149000.0,1.0,1.0,0.86,1200.0,00820
169000.0,3.0,2.0,0.24,2290.0,00820
70000.0,4.0,3.0,0.91,4500.0,00840
67000.0,3.0,2.0,1.88,1530.0,00850
40000.0,4.0,3.0,0.26,4500.0,00840
69000.0,3.0,3.0,1.77,2290.0,00820
53500.0,3.0,3.0,0.86,2290.0,00820
160000.0,4.0,3.0,4.33,4500.0,00840
54900.0,3.0,3.0,0.8,2290.0,00820
48500.0,3.0,3.0,0.37,2290.0,00820
260000.0,4.0,3.0,1.98,4500.0,00840
50000.0,3.0,3.0,0.69,2290.0,00820
60000.0,3.0,3.0,0.43,2290.0,00820
100000.0,3.0,3.0,1.02,2290.0,00820
70000.0,3.0,3.0,1.41,2290.0,00820
62000.0,3.0,3.0,0.83,2290.0,00820
1900000.0,2.0,2.0,37.4,2290.0,00820
498000.0,4.0,3.0,33.3,4500.0,00840
289000.0,3.0,3.0,6.32,2290.0,00820
189000.0,3.0,3.0,3.15,2290.0,00820
99000.0,4.0,3.0,0.79,4500.0,00840
195000.0,3.0,3.0,3.31,2290.0,00820
588000.0,3.0,3.0,43.1,2290.0,00820
359000.0,3.0,2.0,3.93,1530.0,00850
94500.0,3.0,3.0,1.43,2290.0,00820
94900.0,3.0,3.0,0.97,2290.0,00820
275000.0,3.0,3.0,2.67,2290.0,00820
89500.0,3.0,3.0,0.51,2290.0,00820
170000.0,3.0,3.0,2.0,2290.0,00820
95000.0,3.0,3.0,0.44,2290.0,00820
110000.0,3.0,3.0,0.71,2290.0,00820
751300.0,3.0,3.0,34.15,2290.0,00820
249000.0,3.0,3.0,0.64,2290.0,00820
129000.0,3.0,3.0,0.85,2290.0,00820
1690000.0,4.0,4.0,0.86,3240.0,00820
200000.0,3.0,3.0,0.87,2290.0,00820
135000.0,3.0,3.0,0.5,2290.0,00820
22500000.0,3.0,3.0,744.0,2290.0,00820
225000.0,3.0,2.0,0.24,2290.0,00820
39500.0,4.0,3.0,0.46,4500.0,00840
85000.0,4.0,3.0,1.59,4500.0,00840
399000.0,3.0,3.0,0.86,2290.0,00820
58500.0,3.0,3.0,0.94,2290.0,00820
42000.0,4.0,3.0,0.5,4500.0,00840
64000.0,3.0,3.0,1.17,2290.0,00820
39900.0,3.0,3.0,0.49,2290.0,00820
62000.0,3.0,3.0,0.7,2290.0,00820
67500.0,3.0,3.0,0.99,2290.0,00820
52000.0,3.0,3.0,0.61,2290.0,00820
72000.0,3.0,3.0,0.94,2290.0,00820
76500.0,3.0,3.0,1.15,2290.0,00820
76500.0,3.0,3.0,1.11,2290.0,00820
125000.0,3.0,3.0,3.01,2290.0,00820
85000.0,3.0,3.0,0.6,2290.0,00820
599000.0,4.0,3.0,16.7,4500.0,00840
79000.0,3.0,3.0,0.5,2290.0,00820
85000.0,3.0,2.0,0.42,1530.0,00850
159000.0,3.0,3.0,2.63,2290.0,00820
317000.0,4.0,3.0,2.06,4500.0,00840
120000.0,3.0,3.0,0.9,2290.0,00820
115000.0,3.0,3.0,0.71,2290.0,00820
199000.0,3.0,3.0,1.94,2290.0,00820
272000.0,3.0,3.0,1.94,2290.0,00820
199000.0,4.0,3.0,0.44,4500.0,00840
599000.0,3.0,3.0,8.6,2290.0,00820
500000.0,3.0,3.0,2.16,2290.0,00820
260000.0,3.0,3.0,2.05,2290.0,00820
721000.0,3.0,3.0,15.26,2290.0,00820
165000.0,3.0,3.0,1.04,2290.0,00820
165000.0,3.0,3.0,0.75,2290.0,00820
210000.0,3.0,3.0,0.62,2290.0,00820
2269300.0,3.0,3.0,20.0,2290.0,00820
2290000.0,3.0,3.0,22.68,2290.0,00820
2000000.0,3.0,3.0,8.0,2290.0,00820
17500000.0,4.0,3.0,2377.0,4500.0,00840
55000.0,4.0,3.0,0.3,4500.0,00840
1295000.0,5.0,5.0,0.68,2290.0,00820
35000.0,4.0,3.0,0.24,4500.0,00840
39000.0,3.0,3.0,0.31,2290.0,00820
55000.0,3.0,3.0,1.06,2290.0,00820
37000.0,3.0,3.0,0.53,2290.0,00820
37000.0,3.0,3.0,0.54,2290.0,00820
45000.0,3.0,2.0,0.37,1530.0,00850
55000.0,3.0,3.0,0.66,2290.0,00820
69999.0,4.0,3.0,0.75,4500.0,00840
59000.0,3.0,3.0,0.79,2290.0,00820
65000.0,3.0,3.0,0.69,2290.0,00820
69300.0,3.0,3.0,1.32,2290.0,00820
69000.0,3.0,3.0,0.84,2290.0,00820
150000.0,3.0,3.0,1.99,2290.0,00820
85000.0,3.0,3.0,1.06,2290.0,00820
50000.0,3.0,3.0,0.29,2290.0,00820
59000.0,3.0,3.0,0.52,2290.0,00820
60300.0,3.0,3.0,0.71,2290.0,00820
60300.0,3.0,3.0,0.7,2290.0,00820
140000.0,3.0,3.0,2.44,2290.0,00820
77000.0,3.0,3.0,0.9,2290.0,00820
62000.0,3.0,3.0,0.55,2290.0,00820
165000.0,3.0,3.0,1.72,2290.0,00820
119000.0,3.0,3.0,1.45,2290.0,00820
189000.0,3.0,3.0,1.26,2290.0,00820
700000.0,3.0,3.0,44.52,2290.0,00820
1100000.0,3.0,3.0,39.64,2290.0,00820
125000.0,3.0,3.0,1.51,2290.0,00820
169000.0,3.0,3.0,1.01,2290.0,00820
199000.0,3.0,3.0,0.33,2290.0,00820
149000.0,3.0,3.0,1.43,2290.0,00820
270000.0,3.0,3.0,0.86,2290.0,00820
249000.0,3.0,3.0,1.18,2290.0,00820
99000.0,3.0,3.0,0.52,2290.0,00820
275000.0,4.0,3.0,0.82,4500.0,00840
125000.0,3.0,3.0,0.72,2290.0,00820
299000.0,3.0,3.0,0.75,2290.0,00820
349000.0,3.0,3.0,0.63,2290.0,00820
599000.0,3.0,3.0,1.23,2290.0,00820
167000.0,3.0,1.0,0.12,1200.0,00850
199000.0,2.0,2.0,0.86,800.0,00820
99000.0,4.0,2.0,0.49,2290.0,00820
400000.0,4.0,2.0,0.36,2290.0,00820
339000.0,3.0,2.0,0.23,4500.0,00840
47000.0,4.0,3.0,0.31,4500.0,00840
1950000.0,6.0,5.0,1.28,2290.0,00820
45000.0,4.0,3.0,0.29,4500.0,00840
325000.0,3.0,3.0,0.55,2290.0,00820
29900.0,3.0,3.0,0.53,2290.0,00820
52500.0,3.0,3.0,0.53,2290.0,00820
49000.0,3.0,3.0,0.79,2290.0,00820
949000.0,3.0,3.0,0.87,7550.0,00820
55000.0,3.0,3.0,0.63,2290.0,00820
45000.0,3.0,3.0,0.38,2290.0,00820
65000.0,3.0,3.0,1.49,2290.0,00820
49500.0,3.0,3.0,0.29,2290.0,00820
89000.0,3.0,3.0,1.27,2290.0,00820
70000.0,3.0,3.0,0.7,2290.0,00820
75000.0,3.0,3.0,0.82,2290.0,00820
375000.0,3.0,3.0,13.36,2290.0,00820
110000.0,3.0,3.0,2.33,2290.0,00820
74800.0,3.0,3.0,0.68,2290.0,00820
130000.0,3.0,3.0,2.0,2290.0,00820
190000.0,3.0,3.0,0.97,2290.0,00820
150000.0,3.0,3.0,1.51,2290.0,00820
195000.0,3.0,3.0,1.81,2290.0,00820
875000.0,3.0,3.0,13.94,2290.0,00820
135000.0,3.0,3.0,0.06,2290.0,00820
800000.0,3.0,3.0,11.73,2290.0,00820
175000.0,3.0,3.0,1.3,2290.0,00820
349000.0,3.0,3.0,1.26,2290.0,00820
135000.0,3.0,2.0,0.49,1530.0,00850
130000.0,3.0,3.0,0.83,2290.0,00820
1795000.0,4.0,3.0,6.88,4500.0,00840
1700000.0,3.0,3.0,9.95,2290.0,00820
2500000.0,3.0,3.0,149.7,2290.0,00820
24500000.0,3.0,3.0,618.36,2290.0,00820
325000.0,2.0,1.0,0.55,1247.0,00820
234000.0,3.0,3.0,0.86,1542.0,00820
699999.0,3.0,3.0,1.01,2700.0,00820
25000.0,4.0,3.0,1.15,4500.0,00840
795000.0,4.0,5.0,1.05,2290.0,00820
25000.0,4.0,3.0,1.08,4500.0,00840
29000.0,3.0,3.0,0.78,2290.0,00820
78000.0,4.0,3.0,2.05,4500.0,00840
189000.0,2.0,2.0,0.86,1200.0,00820
1900000.0,1.0,2.0,1.65,2290.0,00820
1100000.0,5.0,5.0,0.79,4000.0,00820
475000.0,5.0,3.0,0.43,4500.0,00840
595000.0,5.0,4.0,1.01,2290.0,00820
39000.0,3.0,3.0,0.23,2290.0,00820
80000.0,3.0,3.0,1.15,2290.0,00820
95000.0,3.0,3.0,1.07,2290.0,00820
65000.0,3.0,3.0,1.31,2290.0,00820
85000.0,3.0,3.0,0.92,2290.0,00820
53000.0,3.0,3.0,0.86,2290.0,00820
64000.0,3.0,3.0,0.45,2290.0,00820
100000.0,4.0,3.0,0.6,4500.0,00840
85000.0,3.0,3.0,0.68,2290.0,00820
2000000.0,2.0,2.0,1.5,2289.0,00820
599000.0,3.0,3.0,0.76,1776.0,00850
75000.0,3.0,3.0,0.52,2290.0,00820
595000.0,3.0,3.0,14.97,2290.0,00820
120000.0,3.0,3.0,1.42,2290.0,00820
375000.0,4.0,3.0,1.65,4500.0,00840
195000.0,3.0,3.0,0.23,2290.0,00820
350000.0,3.0,3.0,0.71,2290.0,00820
350000.0,3.0,3.0,0.72,2290.0,00820
350000.0,3.0,3.0,0.67,2290.0,00820
165000.0,3.0,3.0,0.29,2290.0,00820
225000.0,3.0,3.0,0.94,2290.0,00820
235000.0,3.0,2.0,0.06,2290.0,00820
450000.0,6.0,2.0,0.35,2436.0,00820
375000.0,3.0,2.0,0.32,4500.0,00840
194500.0,2.0,2.0,0.86,1200.0,00820
535000.0,3.0,2.0,0.58,2290.0,00820
180000.0,2.0,2.0,0.86,1118.0,00820
69000.0,3.0,2.0,1.61,1530.0,00850
89000.0,3.0,3.0,0.82,2290.0,00820
45000.0,3.0,3.0,0.5,2290.0,00820
40000.0,4.0,3.0,0.23,4500.0,00840
60000.0,3.0,3.0,0.68,2290.0,00820
55000.0,3.0,3.0,0.93,2290.0,00820
39000.0,3.0,3.0,0.46,2290.0,00820
60000.0,3.0,3.0,0.58,2290.0,00820
64000.0,3.0,3.0,0.64,2290.0,00820
52800.0,3.0,3.0,0.44,2290.0,00820
895000.0,3.0,3.0,0.69,2290.0,00820
465000.0,3.0,2.0,0.51,2290.0,00820
75000.0,3.0,3.0,0.78,2290.0,00820
75000.0,3.0,3.0,0.71,2290.0,00820
55000.0,3.0,3.0,0.44,2290.0,00820
1300000.0,3.0,4.0,4.0,4319.0,00820
1100000.0,3.0,2.0,3.0,4381.0,00820
1645000.0,3.0,3.0,0.64,2290.0,00820
79000.0,3.0,3.0,0.57,2290.0,00820
89500.0,3.0,3.0,0.55,2290.0,00820
799000.0,3.0,3.0,1.28,2290.0,00820
1680000.0,3.0,3.0,2.38,3550.0,00820
1190000.0,4.0,4.0,0.6,2290.0,00820
1900000.0,5.0,3.0,2.93,3500.0,00840
184000.0,3.0,3.0,0.94,2290.0,00820
225000.0,3.0,3.0,1.49,2290.0,00820
495000.0,4.0,3.0,7.59,4500.0,00840
275000.0,3.0,3.0,0.9,2290.0,00820
350000.0,3.0,3.0,0.73,2290.0,00820
310000.0,3.0,3.0,0.7,2290.0,00820
410000.0,3.0,3.0,0.59,4611.0,00820
220000.0,3.0,1.0,3600.11,2290.0,00820
179000.0,5.0,3.0,0.25,2290.0,00820
239000.0,3.0,3.0,0.86,1542.0,00820
324000.0,2.0,2.0,0.24,2290.0,00820
525000.0,2.0,2.0,1.0,1530.0,00850
500000.0,3.0,3.0,0.72,2290.0,00820
879000.0,4.0,3.0,0.08,3200.0,00820
320000.0,2.0,2.0,0.76,1250.0,00850
749000.0,4.0,4.0,0.66,2290.0,00820
529000.0,3.0,3.0,0.3,2290.0,00820
695000.0,4.0,3.0,0.71,2290.0,00820
350000.0,5.0,3.0,0.28,1530.0,00850
749000.0,5.0,4.0,0.75,2290.0,00820
1295000.0,4.0,4.0,0.71,8600.0,00820
3950000.0,3.0,3.0,2.15,4500.0,00820
529500.0,2.0,2.0,0.75,2290.0,00820
1450000.0,5.0,5.0,1.01,1530.0,00850
69000.0,3.0,3.0,0.7,2290.0,00820
145000.0,3.0,3.0,2.29,2290.0,00820
1350000.0,5.0,3.0,0.95,2290.0,00820
79000.0,4.0,3.0,0.65,4500.0,00840
39500.0,4.0,3.0,0.55,4500.0,00840
150000.0,3.0,3.0,1.03,2290.0,00820
119900.0,3.0,3.0,0.51,2290.0,00820
150000.0,3.0,3.0,0.42,2290.0,00820
195000.0,3.0,3.0,0.4,2290.0,00820
1850000.0,3.0,3.0,15.66,2290.0,00820
250000.0,3.0,3.0,0.91,2290.0,00820
1295000.0,3.0,3.0,14.0,2290.0,00820
1200000.0,3.0,3.0,0.52,2290.0,00820
83545.0,3.0,3.0,1.15,2290.0,00820
130000.0,3.0,3.0,1.3,2290.0,00820
449000.0,2.0,2.0,1.15,1900.0,00820
308000.0,3.0,3.0,0.86,1600.0,00820
230000.0,3.0,3.0,0.58,2290.0,00820
2900000.0,4.0,4.0,0.46,4830.0,00830
88000.0,4.0,4.0,0.39,4400.0,00830
110000.0,4.0,4.0,0.23,4400.0,00830
565000.0,3.0,2.0,0.47,2000.0,00830
350000.0,4.0,4.0,0.46,4400.0,00830
139000.0,4.0,4.0,0.61,4400.0,00830
450000.0,4.0,4.0,2.07,4400.0,00830
975000.0,2.0,3.0,0.3,2258.0,00830
1475000.0,3.0,4.0,0.53,4006.0,00830
195000.0,4.0,4.0,0.5,4400.0,00830
350000.0,4.0,4.0,1.03,4400.0,00830
269000.0,4.0,4.0,0.41,4400.0,00830
1386250.0,6.0,4.0,0.66,3770.0,00830
675000.0,1.0,1.0,0.24,1300.0,00830
249000.0,4.0,4.0,1.0,4400.0,00830
1350000.0,2.0,3.0,0.56,2040.0,00830
120000.0,4.0,4.0,0.55,4400.0,00830
600000.0,4.0,4.0,2.06,4400.0,00830
305000.0,4.0,4.0,0.53,4400.0,00830
350000.0,4.0,4.0,0.51,4400.0,00830
385000.0,1.0,1.0,0.29,580.0,00830
375000.0,4.0,4.0,0.5,4400.0,00830
1749999.0,4.0,4.0,0.23,4050.0,00830
525000.0,4.0,4.0,3.21,4400.0,00830
350000.0,4.0,4.0,0.68,4400.0,00830
2695000.0,4.0,4.0,0.69,5100.0,00830
4700000.0,4.0,4.0,1.03,4588.0,00830
2850000.0,4.0,4.0,0.51,3000.0,00830
2199000.0,4.0,4.0,0.5,3836.0,00830
4200000.0,4.0,5.0,1.04,5600.0,00830
1395000.0,4.0,4.0,7.29,4400.0,00830
2100000.0,3.0,3.0,0.26,3064.0,00830
980000.0,4.0,4.0,0.93,4400.0,00830
3499000.0,4.0,4.0,20.0,4400.0,00830
895000.0,4.0,4.0,0.77,4400.0,00830
135000.0,5.0,4.0,0.3,2000.0,00840
450000.0,3.0,2.0,0.53,4500.0,00840
75000.0,4.0,3.0,0.63,4500.0,00840
699000.0,3.0,3.0,0.62,4500.0,00840
885000.0,3.0,3.0,1.07,4500.0,00840
499000.0,4.0,2.0,1.25,49658.0,00840
159900.0,1.0,2.0,0.75,1100.0,00840
260000.0,3.0,1.0,0.25,860.0,00840
38000.0,4.0,3.0,0.23,4500.0,00840
174900.0,1.0,2.0,0.75,1100.0,00840
28000.0,4.0,3.0,0.23,4500.0,00840
160000.0,1.0,2.0,0.75,886.0,00840
45000.0,4.0,3.0,0.13,4500.0,00840
36000.0,4.0,3.0,0.48,4500.0,00840
100000.0,4.0,3.0,1.0,4500.0,00840
33000.0,4.0,3.0,0.64,4500.0,00840
125000.0,4.0,3.0,0.11,4500.0,00840
160000.0,4.0,3.0,0.13,4500.0,00840
325000.0,3.0,2.0,0.24,1530.0,00850
695000.0,3.0,2.0,27.68,1530.0,00850
175000.0,6.0,3.0,0.32,1530.0,00850
55000.0,3.0,2.0,1.33,1530.0,00850
135000.0,3.0,2.0,0.3,2700.0,00850
60000.0,3.0,2.0,0.54,1530.0,00850
799000.0,3.0,2.0,23.11,1530.0,00850
145000.0,3.0,2.0,0.79,1530.0,00850
145000.0,3.0,2.0,0.46,1530.0,00850
145000.0,3.0,2.0,0.45,1530.0,00850
145000.0,3.0,2.0,0.47,1530.0,00850
145000.0,3.0,2.0,0.48,1530.0,00850
